Subject,Predicate,Object
Crayon Shin-chan: Jungle That Invites Storm,starred_by,Miki Narahashi
Me Myself I,directed_by,Pip Karmel
Me Myself I,starred_by,Rachel Griffiths
Me Myself I,released_on_date,2000-04-07 00:00:00
Me Myself I,released_on_year,2000
Kamen Rider Agito,directed_by,Ryuta Tasaki
Kamen Rider Agito,starred_by,Toshiki Kashu
Kamen Rider Agito,has_genre,Superhero fiction
Kamen Rider Agito,released_on_date,2001-01-28 00:00:00
Kamen Rider Agito,released_on_year,2001
Kamen Rider Agito,has_genre,Supernatural fiction
Kamen Rider Agito,has_genre,Action fiction
Kamen Rider Agito,has_genre,Tokusatsu
Kamen Rider Agito,has_genre,Science fiction
Kamen Rider Agito,starred_by,Takeshi Masu
Kamen Rider Agito,has_genre,Horror fiction
Kamen Rider Agito,starred_by,Jun Kaname
Kamen Rider Agito,directed_by,Osamu Kaneda
Kamen Rider Agito,starred_by,Rina Akiyama
Kamen Rider Agito,starred_by,Yūsuke Tomoi
Leap of Faith,directed_by,Adam Bernstein
Leap of Faith,starred_by,Sarah Paulson
Leap of Faith,has_genre,Sitcom
Leap of Faith,released_on_date,2002-02-28 00:00:00
Leap of Faith,released_on_year,2002
Leap of Faith,starred_by,Brad Rowe
Leap of Faith,starred_by,Regina King
Leap of Faith,starred_by,Lisa Edelstein
Leap of Faith,starred_by,Tim Meadows
Leap of Faith,starred_by,Jill Clayburgh
Leap of Faith,starred_by,Ken Marino
Leap of Faith,directed_by,Alex Graves
South Pacific,directed_by,Richard Pearce
South Pacific,starred_by,Glenn Close
South Pacific,has_genre,Romance film
South Pacific,released_on_date,2001-03-26 00:00:00
South Pacific,released_on_year,2001
South Pacific,has_genre,Comedy drama
South Pacific,has_genre,War film
South Pacific,has_genre,Musical film
South Pacific,starred_by,Harry Connick Jr.
South Pacific,starred_by,Rade Šerbedžija
Soy gitano,directed_by,Jorge Nisco
Soy gitano,starred_by,Romina Gaetani
Soy gitano,has_genre,Telenovela
Soy gitano,released_on_date,2003-01-13 00:00:00
Soy gitano,released_on_year,2003
Soy gitano,starred_by,Betiana Blum
Soy gitano,starred_by,Juan Darthés
Soy gitano,starred_by,Julieta Díaz
Soy gitano,starred_by,Valentina Bassi
Soy gitano,starred_by,Osvaldo Laport
Soy gitano,starred_by,Arnaldo André
Kung Mawawala Ka,directed_by,Joel Lamangan
Kung Mawawala Ka,starred_by,Cogie Domingo
Kung Mawawala Ka,has_genre,Romance film
Kung Mawawala Ka,released_on_date,2002-04-08 00:00:00
Kung Mawawala Ka,released_on_year,2002
Kung Mawawala Ka,has_genre,Drama
Kung Mawawala Ka,starred_by,Sunshine Dizon
Kung Mawawala Ka,directed_by,Soxie Topacio
O Clone,directed_by,Jayme Monjardim
O Clone,starred_by,Juca de Oliveira
O Clone,has_genre,Romantic drama
O Clone,released_on_date,2001-10-01 00:00:00
O Clone,released_on_year,2001
O Clone,has_genre,Science fiction
O Clone,has_genre,Telenovela
O Clone,starred_by,Reginaldo Faria
O Clone,starred_by,Vera Fischer
O Clone,starred_by,Eliane Giardini
Armed Reaction II,starred_by,Marco Ngai
Armed Reaction II,has_genre,Crime thriller
Armed Reaction II,released_on_date,2000-05-29 00:00:00
Armed Reaction II,released_on_year,2000
Armed Reaction II,starred_by,Joyce Tang
Armed Reaction II,starred_by,Mimi Chu
Armed Reaction II,starred_by,Bobby Au-yeung
Armed Reaction II,starred_by,Esther Kwan
Maa Pelliki Randi,directed_by,Muppalaneni Shiva
Maa Pelliki Randi,starred_by,Brahmanandam
Maa Pelliki Randi,released_on_date,2000-07-14 00:00:00
Maa Pelliki Randi,released_on_year,2000
Maayi,directed_by,Surya Prakash
Maayi,starred_by,Meena
Maayi,released_on_date,2000-08-25 00:00:00
Maayi,released_on_year,2000
Bichhoo,directed_by,Guddu Dhanoa
Bichhoo,starred_by,Bobby Deol
Bichhoo,released_on_date,2000-07-07 00:00:00
Bichhoo,released_on_year,2000
Alien Adventure,directed_by,Ben Stassen
Alien Adventure,starred_by,Bouli Lanners
Alien Adventure,released_on_date,2000-07-01 00:00:00
Alien Adventure,released_on_year,2000
Appu,directed_by,Vasanth
Appu,starred_by,Prakash Raj
Appu,released_on_date,2000-06-16 00:00:00
Appu,released_on_year,2000
Appu,starred_by,Prashanth
Appu,starred_by,Devayani
Devara Maga,directed_by,D. Rajendra Babu
Devara Maga,starred_by,Bhanupriya
Devara Maga,released_on_date,2000-06-15 00:00:00
Devara Maga,released_on_year,2000
Independence Day,directed_by,A. R. Ramesh
Independence Day,starred_by,Roja Selvamani
Independence Day,released_on_date,2000-08-15 00:00:00
Independence Day,released_on_year,2000
Independence Day,starred_by,C. Arunpandian
The 4th Floor,directed_by,Josh Klausner
The 4th Floor,starred_by,Juliette Lewis
The 4th Floor,released_on_date,2000-07-11 00:00:00
The 4th Floor,released_on_year,2000
101 Reykjavík,directed_by,Baltasar Kormákur
101 Reykjavík,starred_by,Victoria Abril
101 Reykjavík,released_on_date,2000-06-01 00:00:00
101 Reykjavík,released_on_year,2000
Complicity,directed_by,Gavin Millar
Complicity,starred_by,Brian Cox
Complicity,released_on_date,2000-07-10 00:00:00
Complicity,released_on_year,2000
Complicity,starred_by,Jonny Lee Miller
Conman in Tokyo,directed_by,Ching Siu-tung
Conman in Tokyo,starred_by,Christy Chung
Conman in Tokyo,released_on_date,2000-08-31 00:00:00
Conman in Tokyo,released_on_year,2000
Puratchikkaaran,directed_by,Velu Prabhakaran
Puratchikkaaran,starred_by,Roja Selvamani
Puratchikkaaran,released_on_date,2000-09-22 00:00:00
Puratchikkaaran,released_on_year,2000
Puratchikkaaran,starred_by,Sathyaraj
Puratchikkaaran,starred_by,C. Arunpandian
Gangster No. 1,directed_by,Paul McGuigan
Gangster No. 1,starred_by,David Thewlis
Gangster No. 1,released_on_date,2000-06-09 00:00:00
Gangster No. 1,released_on_year,2000
Gangster No. 1,starred_by,Paul Bettany
Gangster No. 1,starred_by,Saffron Burrows
Boys and Girls,directed_by,Robert Iscove
Boys and Girls,starred_by,Claire Forlani
Boys and Girls,released_on_date,2000-06-16 00:00:00
Boys and Girls,released_on_year,2000
Boys and Girls,starred_by,Freddie Prinze Jr.
They Nest,directed_by,Ellory Elkayem
They Nest,starred_by,Dean Stockwell
They Nest,released_on_date,2000-07-25 00:00:00
They Nest,released_on_year,2000
They Nest,starred_by,John Savage
Life After Love,directed_by,Gabriel Pelletier
Life After Love,starred_by,Patrick Huard
Life After Love,released_on_date,2000-07-07 00:00:00
Life After Love,released_on_year,2000
Les Gens qui s'aiment,directed_by,Jean-Charles Tacchella
Les Gens qui s'aiment,starred_by,Richard Berry
Les Gens qui s'aiment,released_on_date,2000-07-05 00:00:00
Les Gens qui s'aiment,released_on_year,2000
Madhuranombarakattu,directed_by,Kamal
Madhuranombarakattu,starred_by,Samyuktha Varma
Madhuranombarakattu,released_on_date,2000-09-22 00:00:00
Madhuranombarakattu,released_on_year,2000
Madhuranombarakattu,starred_by,Biju Menon
My 5 Wives,directed_by,Sidney J. Furie
My 5 Wives,starred_by,Rodney Dangerfield
My 5 Wives,released_on_date,2000-09-08 00:00:00
My 5 Wives,released_on_year,2000
9 Nelalu,directed_by,Kranthi Kumar
9 Nelalu,starred_by,Vikram
9 Nelalu,released_on_date,2000-08-11 00:00:00
9 Nelalu,released_on_year,2000
Tripfall,directed_by,Serge Rodnunsky
Tripfall,starred_by,John Ritter
Tripfall,released_on_date,2000-06-27 00:00:00
Tripfall,released_on_year,2000
A War Named Desire,directed_by,Alan Mak
A War Named Desire,starred_by,Sam Lee
A War Named Desire,released_on_date,2000-09-09 00:00:00
A War Named Desire,released_on_year,2000
A War Named Desire,starred_by,Dave Wang
A War Named Desire,starred_by,Gigi Leung
Ali: An American Hero,directed_by,Leon Ichaso
Ali: An American Hero,starred_by,David Ramsey
Ali: An American Hero,released_on_date,2000-08-31 00:00:00
Ali: An American Hero,released_on_year,2000
Ali: An American Hero,starred_by,Vondie Curtis-Hall
Ali: An American Hero,starred_by,Earl Boen
Ali: An American Hero,starred_by,Clarence Williams III
Ali Zaoua,directed_by,Nabil Ayouch
Ali Zaoua,starred_by,Saïd Taghmaoui
Ali Zaoua,released_on_date,2000-09-08 00:00:00
Ali Zaoua,released_on_year,2000
Dragonheart: A New Beginning,directed_by,Doug Lefler
Dragonheart: A New Beginning,starred_by,Robby Benson
Dragonheart: A New Beginning,released_on_date,2000-08-08 00:00:00
Dragonheart: A New Beginning,released_on_year,2000
Dragonheart: A New Beginning,released_on_date,2000-08-12 00:00:00
Dragonheart: A New Beginning,starred_by,Christopher Masterson
Marine Life,directed_by,Anne Wheeler
Marine Life,starred_by,Peter Outerbridge
Marine Life,released_on_date,2000-09-15 00:00:00
Marine Life,released_on_year,2000
Jaya Ganga,directed_by,Vijay Singh
Jaya Ganga,starred_by,Smriti Mishra
Jaya Ganga,released_on_date,2000-06-23 00:00:00
Jaya Ganga,released_on_year,2000
Bait,directed_by,Antoine Fuqua
Bait,starred_by,Robert Pastorelli
Bait,released_on_date,2000-09-15 00:00:00
Bait,released_on_year,2000
Bait,starred_by,David Paymer
Cover Story,directed_by,G. S. Vijayan
Cover Story,starred_by,Biju Menon
Cover Story,released_on_date,2000-08-18 00:00:00
Cover Story,released_on_year,2000
Chopper,directed_by,Andrew Dominik
Chopper,starred_by,David Field
Chopper,released_on_date,2000-08-03 00:00:00
Chopper,released_on_year,2000
Chopper,starred_by,Vince Colosimo
Karobaar,directed_by,Rakesh Roshan
Karobaar,starred_by,Juhi Chawla
Karobaar,released_on_date,2000-09-15 00:00:00
Karobaar,released_on_year,2000
Karobaar,starred_by,Rishi Kapoor
Summer Holiday,directed_by,Jingle Ma
Summer Holiday,starred_by,Sammi Cheng
Summer Holiday,released_on_date,2000-08-10 00:00:00
Summer Holiday,released_on_year,2000
Summer Holiday,starred_by,Richie Jen
Winding Roads,directed_by,Theodore Melfi
Winding Roads,starred_by,Carlos Gómez
Winding Roads,released_on_date,2000-09-14 00:00:00
Winding Roads,released_on_year,2000
Ojarumaru the Movie: The Promised Summer - Ojaru and Semira,directed_by,Akitaro Daichi
Ojarumaru the Movie: The Promised Summer - Ojaru and Semira,starred_by,Masako Nozawa
Ojarumaru the Movie: The Promised Summer - Ojaru and Semira,released_on_date,2000-07-15 00:00:00
Ojarumaru the Movie: The Promised Summer - Ojaru and Semira,released_on_year,2000
Quints,directed_by,Bill Corcoran
Quints,starred_by,Robin Duke
Quints,released_on_date,2000-08-18 00:00:00
Quints,released_on_year,2000
Quints,starred_by,Elizabeth Morehead
Ready to Run,directed_by,Duwayne Dunham
Ready to Run,starred_by,Paul Rodriguez
Ready to Run,released_on_date,2000-07-14 00:00:00
Ready to Run,released_on_year,2000
Ready to Run,starred_by,Lillian Hurst
Mehndi Waley Hath,directed_by,Syed Noor
Mehndi Waley Hath,starred_by,Saima Noor
Mehndi Waley Hath,released_on_date,2000-08-25 00:00:00
Mehndi Waley Hath,released_on_year,2000
Some Voices,directed_by,Simon Cellan Jones
Some Voices,starred_by,David Morrissey
Some Voices,released_on_date,2000-08-25 00:00:00
Some Voices,released_on_year,2000
Some Voices,starred_by,Julie Graham
Some Voices,starred_by,Peter McDonald
In July,directed_by,Fatih Akın
In July,starred_by,Christiane Paul
In July,released_on_date,2000-08-24 00:00:00
In July,released_on_year,2000
The Truth About Jane,directed_by,Lee Rose
The Truth About Jane,starred_by,Ellen Muth
The Truth About Jane,released_on_date,2000-08-07 00:00:00
The Truth About Jane,released_on_year,2000
Séance,directed_by,Kiyoshi Kurosawa
Séance,starred_by,Kōji Yakusho
Séance,released_on_date,2000-08-07 00:00:00
Séance,released_on_year,2000
Pennin Manathai Thottu,directed_by,Ezhil
Pennin Manathai Thottu,starred_by,Prabhu Deva
Pennin Manathai Thottu,released_on_date,2000-07-07 00:00:00
Pennin Manathai Thottu,released_on_year,2000
Without Evidence,directed_by,Gill Dennis
Without Evidence,starred_by,Scott Plank
Without Evidence,released_on_date,2000-09-12 00:00:00
Without Evidence,released_on_year,2000
Without Evidence,starred_by,Paul Perri
Yuvakudu,directed_by,A. Karunakaran
Yuvakudu,starred_by,Bhumika Chawla
Yuvakudu,released_on_date,2000-05-18 00:00:00
Yuvakudu,released_on_year,2000
Rajya Sevaya Pinisai,directed_by,Udayakantha Warnasuriya
Rajya Sevaya Pinisai,starred_by,Sanath Gunathilake
Rajya Sevaya Pinisai,released_on_date,2000-08-11 00:00:00
Rajya Sevaya Pinisai,released_on_year,2000
Rajya Sevaya Pinisai,starred_by,Geetha Kumarasinghe
The Uncles,directed_by,James Allodi
The Uncles,starred_by,Chris Owens
The Uncles,released_on_date,2000-09-11 00:00:00
The Uncles,released_on_year,2000
The Love of Lionel's Life,directed_by,John Ruane
The Love of Lionel's Life,starred_by,Matt Day
The Love of Lionel's Life,released_on_date,2000-07-09 00:00:00
The Love of Lionel's Life,released_on_year,2000
Rocket's Red Glare,starred_by,Robert Wagner
Rocket's Red Glare,released_on_date,2000-08-27 00:00:00
Rocket's Red Glare,released_on_year,2000
Rocket's Red Glare,starred_by,Ryan Merriman
Mirka,starred_by,Vanessa Redgrave
Mirka,released_on_date,2000-06-09 00:00:00
Mirka,starred_by,Franco Nero
Return of the Cuckoo,starred_by,Julian Cheung
Return of the Cuckoo,released_on_date,2000-07-10 00:00:00
Return of the Cuckoo,released_on_year,2000
Dadabima,starred_by,Tissa Wijesurendra
Dadabima,released_on_date,2000-06-30 00:00:00
Dadabima,released_on_year,2000
Dadabima,starred_by,Robin Fernando
Strip Mall,starred_by,Jonathan Mangum
Strip Mall,released_on_date,2000-06-18 00:00:00
Strip Mall,released_on_year,2000
Strip Mall,starred_by,Victoria Jackson
Strip Mall,starred_by,Juan Vidal
Strip Mall,starred_by,Chris Wylde
Strip Mall,starred_by,Julie Brown
Hotel Splendide,starred_by,Hugh O'Conor
Hotel Splendide,released_on_date,2000-09-22 00:00:00
Hotel Splendide,released_on_year,2000
Hotel Splendide,starred_by,Peter Vaughan
Magalirkkaga,starred_by,Vindhya
Magalirkkaga,released_on_date,2000-06-03 00:00:00
Magalirkkaga,released_on_year,2000
24 Hours in London,starred_by,Gary Olsen
24 Hours in London,released_on_date,2000-07-14 00:00:00
24 Hours in London,released_on_year,2000
An American Daughter,starred_by,Christine Lahti
An American Daughter,released_on_date,2000-06-05 00:00:00
An American Daughter,released_on_year,2000
30 Days,starred_by,Ben Shenkman
30 Days,released_on_date,2000-09-15 00:00:00
30 Days,released_on_year,2000
Harry Enfield's Brand Spanking New Show,starred_by,Sally Bretton
Harry Enfield's Brand Spanking New Show,released_on_date,2000-09-11 00:00:00
Harry Enfield's Brand Spanking New Show,released_on_year,2000
Legal Entanglement,starred_by,Hacken Lee
Legal Entanglement,has_genre,Legal drama
Legal Entanglement,released_on_date,2002-02-18 00:00:00
Legal Entanglement,released_on_year,2002
Legal Entanglement,starred_by,Kenix Kwok
Legal Entanglement,starred_by,Elaine Ng Yi-Lei
Legal Entanglement,starred_by,Michael Tse
Living with Michael Jackson,starred_by,Michael Jackson
Living with Michael Jackson,has_genre,Documentary
Living with Michael Jackson,released_on_date,2003-02-03 00:00:00
Living with Michael Jackson,released_on_year,2003
Balamory,starred_by,Rodd Christensen
Balamory,has_genre,Children's television series
Balamory,released_on_date,2002-09-02 00:00:00
Balamory,released_on_year,2002
Balamory,starred_by,Mary Riggans
Balamory,starred_by,Andrew Agnew
Balamory,starred_by,Julie Wilson Nimmo
Balamory,starred_by,Juliet Cadzow
Balamory,starred_by,Kasia Haddad
Balamory,starred_by,Kim Tserkezie
Balamory,starred_by,Buki Akib
Balamory,starred_by,Miles Jupp
Building the Great Pyramid,starred_by,Mohamed Awad
Building the Great Pyramid,has_genre,Documentary film
Building the Great Pyramid,released_on_date,2002-10-28 00:00:00
Building the Great Pyramid,released_on_year,2002
Bukit Ho Swee,starred_by,Priscelia Chan
Bukit Ho Swee,has_genre,Period drama
Bukit Ho Swee,released_on_date,2002-05-29 00:00:00
Bukit Ho Swee,released_on_year,2002
Bukit Ho Swee,starred_by,Qi Yuwu
Bukit Ho Swee,starred_by,Allan Wu
Trailer Park Boys,starred_by,Bernard Robichaud
Trailer Park Boys,has_genre,Crime comedy
Trailer Park Boys,released_on_date,2001-04-22 00:00:00
Trailer Park Boys,released_on_year,2001
Trailer Park Boys,has_genre,Mockumentary
Trailer Park Boys,has_genre,Black comedy
Trailer Park Boys,has_genre,Sitcom
Trailer Park Boys,starred_by,Ardon Bess
Trailer Park Boys,starred_by,John Paul Tremblay
Trailer Park Boys,starred_by,Jonathan Torrens
Trailer Park Boys,starred_by,Patrick Roach
Trailer Park Boys,starred_by,Richard Collins
Trailer Park Boys,starred_by,Robb Wells
Trailer Park Boys,starred_by,Cory Bowles
Trailer Park Boys,starred_by,Elliot Page
Trailer Park Boys,starred_by,Lucy DeCoutere
Trailer Park Boys,starred_by,Barrie Dunn
Trailer Park Boys,starred_by,John Dunsworth
Trailer Park Boys,starred_by,Michael Jackson
Trailer Park Boys,starred_by,Mike Smith
Trailer Park Boys,starred_by,Shelley Thompson
Angst,starred_by,Abi Tucker
Angst,released_on_date,2000-08-31 00:00:00
Angst,released_on_year,2000
Harry Enfield's Brand Spanking New Show,starred_by,Sue Cleaver
Harry Enfield's Brand Spanking New Show,starred_by,Simon Greenall
The Gavin Crawford Show,starred_by,Tracy Dawson
The Gavin Crawford Show,released_on_date,2000-06-19 00:00:00
The Gavin Crawford Show,released_on_year,2000
Why Not Me?,starred_by,Alexandra London
Why Not Me?,released_on_date,2000-09-08 00:00:00
Why Not Me?,released_on_year,2000
Why Not Me?,starred_by,Bruno Putzulu
Slow Burn,starred_by,Minnie Driver
Slow Burn,released_on_date,2000-09-12 00:00:00
Slow Burn,released_on_year,2000
Rave Un2 the Year 2000,starred_by,Lenny Kravitz
Rave Un2 the Year 2000,released_on_date,2000-06-05 00:00:00
Rave Un2 the Year 2000,released_on_year,2000
Rave Un2 the Year 2000,starred_by,Maceo Parker
Bellyful,directed_by,Melvin Van Peebles
Bellyful,starred_by,Jacques Boudet
Bellyful,released_on_date,2000-06-28 00:00:00
Bellyful,released_on_year,2000
Maa Pelliki Randi,starred_by,J. D. Chakravarthy
Maa Pelliki Randi,starred_by,Sakshi Sivanand
Maayi,starred_by,Sarath Kumar
Prince of Central Park,directed_by,John Leekley
Prince of Central Park,starred_by,Harvey Keitel
Prince of Central Park,released_on_date,2000-09-22 00:00:00
Prince of Central Park,released_on_year,2000
Prince of Central Park,starred_by,Kathleen Turner
Bichhoo,starred_by,Ashish Vidyarthi
Bichhoo,starred_by,Rani Mukerji
Devara Maga,starred_by,Laila Mehdin
Independence Day,starred_by,Saikumar
Independence Day,starred_by,Ranjitha
The 4th Floor,starred_by,Shelley Duvall
101 Reykjavík,starred_by,Hanna María Karlsdóttir
Conman in Tokyo,starred_by,Athena Chu
Puratchikkaaran,starred_by,Khushbu
Puratchikkaaran,starred_by,Velu Prabhakaran
Boys and Girls,starred_by,Heather Donahue
